pathway_id,pathway_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14
,L-arabinose degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Arabinose Degradation,,,,,,,,,
,L-fucose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Fucose Degradation,,,,,,,,,
,L-fucose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Fucose Degradation,,,,,,,,,
,L-fucose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Fucose Degradation,,,,,,,,,
RHAMCAT-PWY,L-rhamnose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Rhamnose Degradation,,,,,,,,,
PWY-6713,L-rhamnose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Rhamnose Degradation,,,,,,,,,
PWY-6714,L-rhamnose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Rhamnose Degradation,,,,,,,,,
PWY-7130,L-glucose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
LYXMET-PWY,L-lyxose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
P302-PWY,L-sorbose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY0-1314,fructose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
GLUCOSE1PMETAB-PWY,glucose and glucose-1-phosphate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
DHGLUCONATE-PYR-CAT-PWY,glucose degradation (oxidative),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
RIBOKIN-PWY,ribose phosphorylation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-6901,superpathway of glucose and xylose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-5257,superpathway of pentose and pentitol degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
,2-O-alpha-mannosyl-D-glycerate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
PWY-8121,2-deoxy-D-glucose 6-phosphate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
,2-deoxy-alpha-D-ribose 1-phosphate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
,"3,6-anhydro-alpha-L-galactopyranose degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
PWY-6507,4-deoxy-L-threo-hex-4-enopyranuronate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
,Acylsugar Degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
PWY-7395,D-galactosamine and N-acetyl-D-galactosamine degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
,N-(1-deoxy-D-fructos-1-yl)-L-asparagine degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
PWY0-1324,N-acetylneuraminate and N-acetylmannosamine degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,N-Acetylneuraminate and N-Acetylmannosamine Degradation,,,,,,,,,
PWY-7581,N-acetylneuraminate and N-acetylmannosamine degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,N-Acetylneuraminate and N-Acetylmannosamine Degradation,,,,,,,,,
PWY-7077,N-acetyl-D-galactosamine degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,,,,,,,,,,
GLUAMCAT-PWY,N-acetylglucosamine degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,N-acetylglucosamine degradation,,,,,,,,,
PWY-6517,N-acetylglucosamine degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,N-acetylglucosamine degradation,,,,,,,,,
PWY-7446,sulfoquinovose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Sulfoquinovose Degradation,,,,,,,,,
PWY-7722,sulfoquinovose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Sulfoquinovose Degradation,,,,,,,,,
,sulfoquinovose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Sulfoquinovose Degradation,,,,,,,,,
,sulfoquinovose degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Sulfoquinovose Degradation,,,,,,,,,
,sulfoquinovose degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Sulfoquinovose Degradation,,,,,,,,,
,sulfoquinovose degradation VI,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Sulfoquinovose Degradation,,,,,,,,,
PWY-7242,D-fructuronate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,D-Glucuronate Degradation,,,,,,,
PWY-6516,superpathway of microbial D-galacturonate and D-glucuronate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,D-Glucuronate Degradation,,,,,,,
PWY4FS-12,VTC2 cycle,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,D-Glucuronate Degradation,,,,,,,
,"beta-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,D-Glucuronate Degradation,,,,,,,
PWY-6906,chitin derivatives degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,D-Glucuronate Degradation,,,,,,,,
PWY0-1309,chitobiose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,,,,,,,,,
PWY4FS-13,extended VTC2 cycle,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,,,,,,,,,
,sulfofucose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,,,,,,,,,
PWY-7685,L-malate degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,Carboxylic Acid Degradation,(S)-Malate Degradation,,,,,,,
PWY-7686,L-malate degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,Carboxylic Acid Degradation,(S)-Malate Degradation,,,,,,,
PWY-5130,2-oxobutanoate degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Uronic Acid Degradation,Carboxylic Acid Degradation,2-Oxobutanoate Degradation,,,,,,,
2OXOBUTYRATECAT-PWY,2-oxobutanoate degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Carboxylic Acid Degradation,2-Oxobutanoate Degradation,,,,,,,,
PWY-5654,2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Carboxylic Acid Degradation,,,,,,,,,
PWY-5652,2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Carboxylic Acid Degradation,,,,,,,,,
PWY-5162,"2-hydroxypenta-2,4-dienoate degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Sugar Derivative Degradation,Carboxylic Acid Degradation,,,,,,,,,
PWY-2361,3-oxoadipate degradation,Degradation/Utilization/Assimilation,Sugar Degradation,Sugar Derivative Degradation,Carboxylic Acid Degradation,,,,,,,,,,
PWY-7948,4-oxopentanoate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,,,,,,,,,,,,
PWY-6373,acrylate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Acrylate Degradation,,,,,,,,,,,
PWY-8180,acrylate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Acrylate Degradation,,,,,,,,,,,
GALACTARDEG-PWY,D-galactarate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldaric Acid Degradation,D-Galactarate Degradation,,,,,,,,,,
PWY-6497,D-galactarate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldaric Acid Degradation,D-Galactarate Degradation,,,,,,,,,,
GLUCARDEG-PWY,D-glucarate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldaric Acid Degradation,D-Glucarate Degradation,,,,,,,,,,
PWY-6499,D-glucarate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldaric Acid Degradation,D-Glucarate Degradation,,,,,,,,,,
PWY-7872,D-erythronate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
PWY-7873,D-erythronate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
GALACTCAT-PWY,D-galactonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
GLUCONSUPER-PWY,D-gluconate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
PWY-7871,D-threonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
PWY0-1306,L-galactonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
PWY-7566,L-gulonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
IDNCAT-PWY,L-idonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
PWY-7516,L-lyxonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
PWY-7874,L-threonate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
KETOGLUCONMET-PWY,ketogluconate metabolism,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Aldonic Acid Degradation,,,,,,,,,,,
,bile acid 7alpha-dehydroxylation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Bile Acid Degradation,,,,,,,,,,,
,bile acid 7beta-dehydroxylation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Bile Acid Degradation,,,,,,,,,,,
,bile acids 12-O-epimerization,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Bile Acid Degradation,,,,,,,,,,,
,bile acids 3-O-epimerization,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Bile Acid Degradation,,,,,,,,,,,
,bile acids 7-O epimerization,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Bile Acid Degradation,,,,,,,,,,,
PWY-6518,bile acids epimerization,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Bile Acid Degradation,,,,,,,,,,,
,cyclohexane-1-carboxylate degradation I (anaerobic),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Cyclohexane-1-carboxylate Degradation,,,,,,,,,,,
,cyclohexane-1-carboxylate degradation II (anaerobic),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Cyclohexane-1-carboxylate Degradation,,,,,,,,,,,
,cyclohexane-1-carboxylate degradation III (aerobic),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Cyclohexane-1-carboxylate Degradation,,,,,,,,,,,
PWY-8091,D-apionate degradation I (xylose isomerase family decarboxylase),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,D-Apionate Degradation,,,,,,,,,,,
PWY-8090,D-apionate degradation II (RLP decarboxylase),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,D-Apionate Degradation,,,,,,,,,,,
PWY-8092,D-apionate degradation III (RLP transcarboxylase/hydrolase),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,D-Apionate Degradation,,,,,,,,,,,
PWY-7310,D-glucosaminate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,,,,,,,,,,,,
PWY0-1465,D-malate degradation,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,,,,,,,,,,,,
GLYCOLATEMET-PWY,glycolate and glyoxylate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Glycolate Degradation,,,,,,,,,,,
GLYOXDEG-PWY,glycolate and glyoxylate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Glycolate Degradation,,,,,,,,,,,
PWY-6649,glycolate and glyoxylate degradation III,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Glycolate Degradation,,,,,,,,,,,
PWY0-301,"L-ascorbate degradation I (bacterial, anaerobic)",Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,L-Ascorbate Degradation,,,,,,,,,,,
PWY-6961,"L-ascorbate degradation II (bacterial, aerobic)",Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,L-Ascorbate Degradation,,,,,,,,,,,
PWY-6960,L-ascorbate degradation III,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,L-Ascorbate Degradation,,,,,,,,,,,
PWY-6704,L-ascorbate degradation IV,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,L-Ascorbate Degradation,,,,,,,,,,,
PWY-6959,L-ascorbate degradation V,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,L-Ascorbate Degradation,,,,,,,,,,,
PWY-5794,malonate degradation I (biotin-independent),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Malonate Degradation,,,,,,,,,,,
PWY-6060,malonate degradation II (biotin-dependent),Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Malonate Degradation,,,,,,,,,,,
PWY-6694,oxalate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Oxalate Degradation,,,,,,,,,,,
PWY-6695,oxalate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Oxalate Degradation,,,,,,,,,,,
PWY-6696,oxalate degradation III,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Oxalate Degradation,,,,,,,,,,,
PWY-6697,oxalate degradation IV,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Oxalate Degradation,,,,,,,,,,,
PWY-6698,oxalate degradation V,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Oxalate Degradation,,,,,,,,,,,
PWY-7985,oxalate degradation VI,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Oxalate Degradation,,,,,,,,,,,
PWY0-42,2-methylcitrate cycle I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Propanoate Degradation,2-Methylcitrate Cycle,,,,,,,,,,
PWY-5747,2-methylcitrate cycle II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Propanoate Degradation,2-Methylcitrate Cycle,,,,,,,,,,
PROPIONMET-PWY,propanoyl CoA degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Propanoate Degradation,,,,,,,,,,,
PWY-7574,propanoyl-CoA degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Propanoate Degradation,,,,,,,,,,,
PWY0-43,conversion of succinate to propanoate,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Succinate Degradation,,,,,,,,,,,
GALACTUROCAT-PWY,D-galacturonate degradation I,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,,,,,,,,,,
PWY-6486,D-galacturonate degradation II,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,,,,,,,,,,
PWY-6491,D-galacturonate degradation III,Degradation/Utilization/Assimilation,Carboxylic Acid Degradation,Uronic Acid Degradation,D-Galacturonate Degradation,,,,,,,,,,
