pathway_id,pathway_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14
,superpathway of aromatic compound degradation (via 3-oxoadipate),Degradation/Utilization/Assimilation,Aromatic Compound Degradation,,,,,,,,,,,,
PWY-5062,superpathway of nicotinate degradation,Degradation/Utilization/Assimilation,Aromatic Compound Degradation,,,,,,,,,,,,
PWY-6182,superpathway of salicylate degradation,Degradation/Utilization/Assimilation,Aromatic Compound Degradation,,,,,,,,,,,,
PWY-6339,syringate degradation,Degradation/Utilization/Assimilation,Aromatic Compound Degradation,,,,,,,,,,,,
PWY-7795,terephthalate degradation,Degradation/Utilization/Assimilation,,,,,,,,,,,,,
PWY-5743,3-hydroxypropanoate cycle,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
PWY-5789,3-hydroxypropanoate/4-hydroxybutanate cycle,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
CALVIN-PWY,Calvin-Benson-Bassham cycle,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
P42-PWY,incomplete reductive TCA cycle,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,Reductive TCA Cycles,,,,,,,,,
P23-PWY,reductive TCA cycle I,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,Reductive TCA Cycles,,,,,,,,,
PWY-5392,reductive TCA cycle II,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,Reductive TCA Cycles,,,,,,,,,
PWY-5744,glyoxylate assimilation,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
CODH-PWY,reductive acetyl coenzyme A pathway I (homoacetogenic bacteria),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
PWY-7784,reductive acetyl coenzyme A pathway II (autotrophic methanogens),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
,reductive glycine pathway of autotrophic CO2 fixation,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
PWY-7024,superpathway of the 3-hydroxypropanoate cycle,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,Autotrophic CO2 Fixation,,,,,,,,,,
PWYQT-4429,CO2 fixation into oxaloacetate (anaplerotic),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,,,,,,,,,,,
PWY-7854,crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,,,,,,,,,,,
PWY-5493,reductive monocarboxylic acid cycle,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,CO2 Fixation,,,,,,,,,,,
PWY-1622,formaldehyde assimilation I (serine pathway),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Assimilation,,,,,,,,,,,
PWY-1861,formaldehyde assimilation II (assimilatory RuMP Cycle),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Assimilation,,,,,,,,,,,
P185-PWY,formaldehyde assimilation III (dihydroxyacetone cycle),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Assimilation,,,,,,,,,,,
RUMP-PWY,formaldehyde oxidation I,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
PWY-1801,formaldehyde oxidation II (glutathione-dependent),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
PWY1G-170,formaldehyde oxidation III (mycothiol-dependent),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
FORMASS-PWY,formaldehyde oxidation IV (thiol-independent),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
PWY-7908,formaldehyde oxidation V (bacillithiol-dependent),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
PWY-1723,formaldehyde oxidation VI (H4MPT pathway),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
PWY-7909,formaldehyde oxidation VII (THF pathway),Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Formaldehyde Oxidation,,,,,,,,,,,
PWY-1701,methanol and methylamine oxidation to formaldehyde,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Methanol Oxidation,,,,,,,,,,,
PWY-6966,methanol oxidation to formaldehyde I,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Methanol Oxidation,,,,,,,,,,,
PWY-6510,methanol oxidation to formaldehyde II,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Methanol Oxidation,,,,,,,,,,,
PWY-6509,methanol oxidation to formaldehyde III,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Methanol Oxidation,,,,,,,,,,,
PWY-5506,methanol oxidation to formaldehyde IV,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,Methanol Oxidation,,,,,,,,,,,
PWY-7750,carbon monoxide oxidation to CO2,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,,,,,,,,,,,,
PWY-1722,"formate assimilation into 5,10-methylenetetrahydrofolate",Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,,,,,,,,,,,,
PWY-1881,formate oxidation to CO2,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,,,,,,,,,,,,
PWY-1641,methane oxidation to methanol I,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,methane oxidation to methanol,,,,,,,,,,,
PWY-6742,methane oxidation to methanol II,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,methane oxidation to methanol,,,,,,,,,,,
PWY-6523,nitrite-dependent anaerobic methane oxidation,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,methane oxidation to methanol,,,,,,,,,,,
CO2FORM-PWY,methanogenesis from methanol,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,,,,,,,,,,,,
,methanogenesis from methoxylated aromatic compounds,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,,,,,,,,,,,,
PWY-1882,superpathway of C1 compounds oxidation to CO2,Degradation/Utilization/Assimilation,C1 Compound Utilization and Assimilation,,,,,,,,,,,,
PWY-7862,D-altritol and galactitol degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
,D-arabinitol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,D-arabinitol Degradation,,,,,,,,,,
,D-arabinitol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,D-arabinitol Degradation,,,,,,,,,,
PWY-4101,D-sorbitol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
SORBDEG-PWY,D-sorbitol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
PWY-7786,D-threitol degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
PWY-7789,erythritol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Erythritol Degradation,,,,,,,,,,
PWY-7788,erythritol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Erythritol Degradation,,,,,,,,,,
PWY0-381,glycerol and glycerophosphodiester degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
PWY-4261,glycerol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
PWY-6131,glycerol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
PWY-6130,glycerol degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
,glycerol degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
GLYCEROLMETAB-PWY,glycerol degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
PWY-6952,glycerophosphodiester degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
GOLPDLCAT-PWY,"superpathway of glycerol degradation to 1,3-propanediol",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Glycerol Degradation,,,,,,,,,,
PWY-7787,L-threitol degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
,ribitol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Ribitol Degradation,,,,,,,,,,
,ribitol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Ribitol Degradation,,,,,,,,,,
,xylitol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Xylitol Degradation,,,,,,,,,,
,xylitol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,Xylitol Degradation,,,,,,,,,,
GALACTITOLCAT-PWY,galactitol degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
P461-PWY,"hexitol fermentation to lactate, formate, ethanol and acetate",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
PWY-6531,mannitol cycle,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
MANNIDEG-PWY,mannitol degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,mannitol degradation,,,,,,,,,,
PWY-3861,mannitol degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,mannitol degradation,,,,,,,,,,
HEXITOLDEGSUPER-PWY,superpathway of hexitol degradation (bacteria),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
PWY-5257,superpathway of pentose and pentitol degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Alditol Degradation,,,,,,,,,,,
PWY0-1602,D-gulosides conversion to D-glucosides,Degradation/Utilization/Assimilation,Carbohydrate Degradation,,,,,,,,,,,,
,cyclobis-(1->6)-alpha-nigerosyl degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Oligosaccharide Degradation,,,,,,,,,,,
PWY-6527,stachyose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Oligosaccharide Degradation,,,,,,,,,,,
,iota-carrageenan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Carrageenan Degradation,,,,,,,,,,
,kappa-carrageenan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Carrageenan Degradation,,,,,,,,,,
,lambda-carrageenan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Carrageenan Degradation,,,,,,,,,,
PWY-6784,cellulose and hemicellulose degradation (cellulolosome),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Cellulose Degradation,,,,,,,,,,
PWY-6805,cellulose degradation I (cellulosome),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Cellulose Degradation,,,,,,,,,,
PWY-6788,cellulose degradation II (fungi),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Cellulose Degradation,,,,,,,,,,
PWY-7118,chitin deacetylation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Chitin Degradation,,,,,,,,,,
PWY-6855,chitin degradation I (archaea),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Chitin Degradation,,,,,,,,,,
PWY-6902,chitin degradation II (Vibrio),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Chitin Degradation,,,,,,,,,,
PWY-7822,chitin degradation III (Serratia),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Chitin Degradation,,,,,,,,,,
PWY-6906,chitin derivatives degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Chitin Degradation,,,,,,,,,,
GLYCOCAT-PWY,glycogen degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycogen Degradation,,,,,,,,,,
PWY-5941,glycogen degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycogen Degradation,,,,,,,,,,
PWY-7662,glycogen degradation III (via anhydrofructose),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycogen Degradation,,,,,,,,,,
PWY-6573,chondroitin sulfate degradation (metazoa),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-6572,chondroitin sulfate degradation I (bacterial),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-6576,dermatan sulfate degradation (metazoa),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-7646,dermatan sulfate degradation I (bacterial),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-7651,heparan sulfate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-7644,heparin degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-7645,hyaluronan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Glycosaminoglycan Degradation,,,,,,,,,,
PWY-7246,pectin degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Pectin Degradation,,,,,,,,,,
PWY-7248,pectin degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Pectin Degradation,,,,,,,,,,
,pectin degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Pectin Degradation,,,,,,,,,,
PWY-6769,rhamnogalacturonan type I degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Rhamnogalacturonan Type I Degradation,,,,,,,,,,
PWY-6771,rhamnogalacturonan type I degradation II (bacteria),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Rhamnogalacturonan Type I Degradation,,,,,,,,,,
PWY-842,starch degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Starch Degradation,,,,,,,,,,
PWY-6724,starch degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Starch Degradation,,,,,,,,,,
PWY-6731,starch degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Starch Degradation,,,,,,,,,,
PWY-6735,starch degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Starch Degradation,,,,,,,,,,
PWY-6737,starch degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Starch Degradation,,,,,,,,,,
,"(1,3)-beta-D-xylan degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Xylan Degradation,,,,,,,,,,
,"(1,4)-beta-D-xylan degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Xylan Degradation,,,,,,,,,,
PWY-6791,xyloglucan degradation I (endoglucanase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Xyloglucan Degradation,,,,,,,,,,
PWY-6807,xyloglucan degradation II (exoglucanase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Xyloglucan Degradation,,,,,,,,,,
PWY-6812,xyloglucan degradation III (cellobiohydrolase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,Xyloglucan Degradation,,,,,,,,,,
PWY-6816,agarose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-6986,alginate degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
,"beta-(1,4)-mannan degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-862,fructan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-6827,gellan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-6813,glucuronoarabinoxylan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
,inulin degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-8006,plant arabinogalactan type II degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-6815,porphyran degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
PWY-7647,ulvan degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Polysaccharide Degradation,,,,,,,,,,,
,lactose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Lactose Degradation,,,,,,,,,
LACTOSEUTIL-PWY,lactose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Lactose Degradation,,,,,,,,,
BGALACT-PWY,lactose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Lactose Degradation,,,,,,,,,
SUCUTIL-PWY,sucrose degradation I (sucrose phosphotransferase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
PWY-3801,sucrose degradation II (sucrose synthase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
PWY-621,sucrose degradation III (sucrose invertase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
PWY-5384,sucrose degradation IV (sucrose phosphorylase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
,sucrose degradation V (sucrose alpha-glucosidase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
SUCROSEUTIL2-PWY,sucrose degradation VII (sucrose 3-dehydrogenase),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
PWY-7345,superpathway of anaerobic sucrose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Sucrose Degradation,,,,,,,,,
TREDEGLOW-PWY,trehalose degradation I (low osmolarity),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Trehalose Degradation,,,,,,,,,
PWY0-1182,trehalose degradation II (cytosolic),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Trehalose Degradation,,,,,,,,,
PWY-2721,trehalose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Trehalose Degradation,,,,,,,,,
PWY-2722,trehalose degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Trehalose Degradation,,,,,,,,,
PWY-2723,trehalose degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Trehalose Degradation,,,,,,,,,
PWY0-1466,trehalose degradation VI (periplasmic),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,Trehalose Degradation,,,,,,,,,
PWY-7459,kojibiose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,,,,,,,,,,
PWY-6778,laminaribiose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,,,,,,,,,,
MALTOSECAT-PWY,maltose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,,,,,,,,,,
PWY0-1301,melibiose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Disaccharide Degradation,,,,,,,,,,
PWY-6992,"1,5-anhydrofructose degradation",Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-8060,2-deoxy-D-ribose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,2-Deoxy-D-ribose Degradation,,,,,,,,,
PWY-8058,2-deoxy-D-ribose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,2-Deoxy-D-ribose Degradation,,,,,,,,,
P124-PWY,Bifidobacterium shunt,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-8089,D-apiose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Apiose Degradation,,,,,,,,,
PWY-8093,D-apiose degradation II (to D-apionate),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Apiose Degradation,,,,,,,,,
DARABCATK12-PWY,D-arabinose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Arabinose Degradation,,,,,,,,,
DARABCAT-PWY,D-arabinose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Arabinose Degradation,,,,,,,,,
PWY-5519,D-arabinose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Arabinose Degradation,,,,,,,,,
,D-arabinose degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Arabinose Degradation,,,,,,,,,
,D-arabinose degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Arabinose Degradation,,,,,,,,,
,D-mannose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Mannose-Degradation,,,,,,,,,
,D-mannose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Mannose-Degradation,,,,,,,,,
XYLCAT-PWY,D-xylose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
PWY-5516,D-xylose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
PWY-6760,D-xylose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
PWY-7294,D-xylose degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
PWY-8020,D-xylose degradation V,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
,D-xylose degradation VI,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
PWY-7178,D-xylose degradation to ethylene glycol (engineered),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,D-Xylose Degradation,,,,,,,,,
PWY0-44,D-allose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
,D-tagatose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-8004,Entner-Doudoroff pathway I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
NPGLUCAT-PWY,Entner-Doudoroff pathway II (non-phosphorylative),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-2221,Entner-Doudoroff pathway III (semi-phosphorylative),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,,,,,,,,,,
PWY-6317,D-galactose degradation I (Leloir pathway),Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,Galactose Degradation,,,,,,,,,
GALDEG-PWY,D-galactose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,Galactose Degradation,,,,,,,,,
PWY-6693,D-galactose degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,Galactose Degradation,,,,,,,,,
PWY-7568,L-galactose degradation,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,Galactose Degradation,,,,,,,,,
ARABCAT-PWY,L-arabinose degradation I,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Arabinose Degradation,,,,,,,,,
PWY-5515,L-arabinose degradation II,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Arabinose Degradation,,,,,,,,,
PWY-5517,L-arabinose degradation III,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Arabinose Degradation,,,,,,,,,
PWY-7295,L-arabinose degradation IV,Degradation/Utilization/Assimilation,Carbohydrate Degradation,Sugar Degradation,Monosaccharide Degradation,L-Arabinose Degradation,,,,,,,,,
