"PathwayID","CompoundID","CompoundName"
"ko00903","C11420","(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate"
"ko00903","C11421","(3S)-3-Isopropenyl-6-oxoheptanoyl-CoA"
"ko00903","C11924","Perillic acid"
"ko00903","C11929","Perillyl-CoA"
"ko00903","C11934","2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA"
"ko00903","C11935","4-Isopropenyl-2-oxy-cyclohexanecarboxyl-CoA"
"ko00903","C11936","3-Isopropenylpimelyl-CoA"
"ko00903","C11937","(1S,4R)-1-Hydroxy-2-oxolimonene"
"ko00903","C19079","(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone"
"ko00903","C19081","(4S)-Limonene-1,2-epoxide"
"ko00903","C19082","(1R,2R,4S)-Limonene-1,2-diol"
"ko00903","C19083","(1R,4S)-1-Hydroxy-2-oxolimonene"
"ko00903","C19084","(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone"
"ko00907","C00024","Acetyl-CoA"
"ko00907","C00630","2-Methylpropanoyl-CoA"
"ko00907","C00808","(+)-Camphor"
"ko00907","C00809","(-)-Camphor"
"ko00907","C01291","3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-CoA"
"ko00907","C01499","Geranial"
"ko00907","C01500","Geraniol"
"ko00907","C01920","Geranoyl-CoA"
"ko00907","C02759","alpha-Pinene-oxide"
"ko00907","C02952","5-Oxo-1,2-campholide"
"ko00907","C03037","(+)-Bornane-2,5-dione"
"ko00907","C03069","3-Methylcrotonyl-CoA"
"ko00907","C03448","(+)-exo-5-Hydroxycamphor"
"ko00907","C04435","(Z)-2-Methyl-5-isopropylhexa-2,5-dienal"
"ko00907","C04675","3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA"
"ko00907","C07160","[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA"
"ko00907","C09847","cis-Citral"
"ko00907","C09848","(R)-(+)-Citronellal"
"ko00907","C09849","beta-Citronellol"
"ko00907","C09871","Nerol"
"ko00907","C09880","alpha-Pinene"
"ko00907","C09884","Pinocarvone"
"ko00907","C11384","(S)-(-)-Citronellal"
"ko00907","C11386","(-)-Citronellol"
"ko00907","C11938","Myrtenol"
"ko00907","C11939","Myrtenal"
"ko00907","C11940","Myrtenic acid"
"ko00907","C11941","Pinocarveol"
"ko00907","C11942","trans-2-Methyl-5-isopropylhexa-2,5-dienal"
"ko00907","C11943","trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
"ko00907","C11944","cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
"ko00907","C11945","trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA"
"ko00907","C11946","cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA"
"ko00907","C11947","3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA"
"ko00907","C11948","2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA"
"ko00907","C11949","3-Isopropylbut-3-enoyl-CoA"
"ko00907","C11950","3-Isopropyl-3-butenoic acid"
"ko00907","C16461","Geranic acid"
"ko00907","C16462","Citronellate"
"ko00907","C16464","Citronellyl-CoA"
"ko00907","C16465","trans-Geranyl-CoA"
"ko00907","C16466","7-Methyl-3-oxo-6-octenoyl-CoA"
"ko00907","C16468","(2E)-5-Methylhexa-2,4-dienoyl-CoA"
"ko00907","C16469","3-Hydroxy-5-methylhex-4-enoyl-CoA"
"ko00907","C16470","5-Methylhex-4-enoyl-CoA"
"ko00907","C16471","5-Methyl-3-oxo-4-hexenoyl-CoA"
"ko00907","C20271","[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetate"
"ko00907","C20320","Bornane-2,6-dione"
"ko00907","C20321","[(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetyl-CoA"
"ko00907","C20322","(+)-6-exo-Hydroxycamphor"
"ko00907","C20323","(+)-6-endo-Hydroxycamphor"
"ko00907","C20324","[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate"
"ko00907","C21929","(-)-Bornane-2,5-dione"
"ko00907","C21930","(-)-5-Oxo-1,2-campholide"
"ko00907","C22610","(-)-3-exo-Hydroxycamphor"
"ko01052","C01375","Tacrolimus"
"ko01052","C01457","Tylosin"
"ko01052","C01848","Rifamycin B"
"ko01052","C01912","Erythromycin"
"ko01052","C01946","Oleandomycin"
"ko01052","C06573","Amphotericin B"
"ko01052","C06690","Candicidin D"
"ko01052","C07909","Sirolimus"
"ko01052","C08073","Natamycin"
"ko01052","C11300","Soraphen A"
"ko01052","C11984","Avermectin A1a"
"ko01052","C11996","Methymycin"
"ko01052","C11999","Pikromycin"
"ko01052","C12045","Ansamitocin P-3"
"ko01052","C12102","Immunomycin"
"ko01052","C12148","Stigmatellin A"
"ko01052","C12151","Mycolactone"
"ko01052","C12152","Niddamycin"
"ko01052","C12153","Epothilone A"
"ko01052","C12155","Nystatin A1"
"ko01052","C12157","Myxalamid S"
"ko01052","C21275","Mycolactone C"
"ko01052","C21276","Mycolactone D"
"ko01052","C21277","Mycolactone E"
"ko01052","C21278","Mycolactone F"
"ko00522","C00083","Malonyl-CoA"
"ko00522","C00100","Propanoyl-CoA"
"ko00522","C00630","2-Methylpropanoyl-CoA"
"ko00522","C00683","(S)-Methylmalonyl-CoA"
"ko00522","C00744","Macrocin"
"ko00522","C01033","2-Methylbutanoyl-CoA"
"ko00522","C01457","Tylosin"
"ko00522","C01912","Erythromycin"
"ko00522","C01946","Oleandomycin"
"ko00522","C02400","Demethylmacrocin"
"ko00522","C02557","Methylmalonyl-CoA"
"ko00522","C03240","6-Deoxyerythronolide B"
"ko00522","C06616","Erythromycin C"
"ko00522","C06630","3-O-alpha-Mycarosylerythronolide B"
"ko00522","C06633","Erythromycin D"
"ko00522","C06634","Erythromycin E"
"ko00522","C06635","Erythronolide B"
"ko00522","C06653","Erythromycin B"
"ko00522","C11911","dTDP-D-desosamine"
"ko00522","C11912","dTDP-6-deoxy-D-allose"
"ko00522","C11916","dTDP-L-mycarose"
"ko00522","C11920","dTDP-L-olivose"
"ko00522","C11921","dTDP-L-oleandrose"
"ko00522","C11933","dTDP-D-mycaminose"
"ko00522","C11953","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone"
"ko00522","C11954","5-Oxoavermectin ''2b'' aglycone"
"ko00522","C11955","Avermectin B2b aglycone"
"ko00522","C11956","Avermectin A2b aglycone"
"ko00522","C11957","Avermectin B2b monosaccharide"
"ko00522","C11958","Avermectin A2b monosaccharide"
"ko00522","C11959","Avermectin B2b"
"ko00522","C11960","Avermectin A2b"
"ko00522","C11961","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone"
"ko00522","C11962","5-Oxoavermectin ''1b'' aglycone"
"ko00522","C11963","Avermectin B1b aglycone"
"ko00522","C11964","Avermectin A1b aglycone"
"ko00522","C11965","Avermectin B1b monosaccharide"
"ko00522","C11966","Avermectin A1b monosaccharide"
"ko00522","C11967","Avermectin B1b"
"ko00522","C11968","Avermectin A1b"
"ko00522","C11969","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone"
"ko00522","C11970","5-Oxoavermectin ''2a'' aglycone"
"ko00522","C11971","Avermectin B2a aglycone"
"ko00522","C11972","Avermectin A2a aglycone"
"ko00522","C11973","Avermectin B2a monosaccharide"
"ko00522","C11974","Avermectin A2a monosaccharide"
"ko00522","C11975","Avermectin B2a"
"ko00522","C11976","Avermectin A2a"
"ko00522","C11977","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone"
"ko00522","C11978","5-Oxoavermectin ''1a'' aglycone"
"ko00522","C11979","Avermectin B1a aglycone"
"ko00522","C11980","Avermectin A1a aglycone"
"ko00522","C11981","Avermectin B1a monosaccharide"
"ko00522","C11982","Avermectin A1a monosaccharide"
"ko00522","C11983","Avermectin B1a"
"ko00522","C11984","Avermectin A1a"
"ko00522","C11985","Megalomicin A"
"ko00522","C11986","Megalomicin B"
"ko00522","C11987","Megalomicin C1"
"ko00522","C11988","Megalomicin C2"
"ko00522","C11989","8,8a-Deoxyoleandolide"
"ko00522","C11990","Oleandolide"
"ko00522","C11991","L-Olivosyl-oleandolide"
"ko00522","C11992","L-Oleandrosyl-oleandolide"
"ko00522","C11993","10-Deoxymethynolide"
"ko00522","C11994","10-Deoxymethymycin"
"ko00522","C11995","Neomethymycin"
"ko00522","C11996","Methymycin"
"ko00522","C11997","Narbonolide"
"ko00522","C11998","Narbomycin"
"ko00522","C11999","Pikromycin"
"ko00522","C12000","Tylactone"
"ko00522","C12001","5-O-beta-D-Mycaminosyltylactone"
"ko00522","C12002","5-O-beta-D-Mycaminosyltylonolide"
"ko00522","C12003","Demethyllactenocin"
"ko00522","C15680","Mycinamicin II"
"ko00522","C15681","Mycinamicin III"
"ko00522","C15682","Mycinamicin VI"
"ko00522","C15683","Mycinamicin VII"
"ko00522","C15684","Mycinamicin VIII"
"ko00522","C15685","Protomycinolide IV"
"ko00522","C18846","Mycinamicin IV"
"ko00522","C18847","Mycinamicin V"
"ko00522","C20739","Neopikromycin"
"ko00522","C20740","Novapikromycin"
"ko00522","C20741","Novamethymycin"
"ko00522","C20760","20-Oxo-5-O-beta-mycaminosyltylactone"
"ko01051","C00029","UDP-glucose"
"ko01051","C01848","Rifamycin B"
"ko01051","C12044","Rifamycin"
"ko01051","C12045","Ansamitocin P-3"
"ko01051","C12106","AminoDAHP"
"ko01051","C12107","3-Amino-5-hydroxybenzoate"
"ko01051","C12108","5-Amino-5-deoxy-3-dehydroshikimate"
"ko01051","C12109","AminoDHQ"
"ko01051","C12176","Proansamycin X"
"ko01051","C12177","Proansamitocin"
"ko01051","C12210","UDP-3-ketoglucose"
"ko01051","C12211","UDP-kanosamine"
"ko01051","C12212","Kanosamine"
"ko01051","C12213","Kanosamine 6-phosphate"
"ko01051","C12214","Aminofructose 6-phosphate"
"ko01051","C12215","Iminoerythrose 4-phosphate"
"ko01051","C12246","Protorifamycin I"
"ko01051","C12247","Rifamycin W"
"ko01051","C14540","Rifamycin S"
"ko01051","C14721","34a-Deoxy-rifamycin W"
"ko01051","C14722","Rifamycin W-hemiacetal"
"ko01051","C14723","Rifamycin Z"
"ko01051","C14724","Demethyl-desacetyl-rifamycin S"
"ko01051","C14725","27-O-Demethyl-25-O-desacetylrifamycin SV"
"ko01051","C14727","27-O-Demethylrifamycin SV"
"ko01051","C20134","19-Chloroproansamitocin"
"ko01051","C20135","20-O-Methyl-19-chloroproansamitocin"
"ko01051","C20136","N-Demethyl-desepoxymaytansinol"
"ko01051","C20137","N-Demethyl-desepoxyansamitocin P-3"
"ko01051","C20138","N-Demethylansamitocin P-3"
"ko01051","C20139","Ansamitocinoside P-3"
"ko01051","C20140","4''-O-Carbamoyl ansamitocinoside P-3"
"ko01059","C00082","L-Tyrosine"
"ko01059","C00083","Malonyl-CoA"
"ko01059","C00251","Chorismate"
"ko01059","C00636","D-Mannose 1-phosphate"
"ko01059","C02657","6-Methylsalicylate"
"ko01059","C11438","C-1027 Chromophore"
"ko01059","C11442","Aromatized C-1027 chromophore"
"ko01059","C11447","dTDP-4-dimethylamino-4,6-dideoxy-5-C-methyl-D-allose"
"ko01059","C11448","3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carbonyl-CoA"
"ko01059","C11449","(S)-3-Chloro-4,5-dihydroxy-beta-phenylalanyl-[pcp]"
"ko01059","C11468","3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylic acid"
"ko01059","C11469","Calicheamicin gamma(1)I"
"ko01059","C12049","Neocarzinostatin chromophore"
"ko01059","C18054","2-Amino-2-deoxyisochorismate"
"ko01059","C19686","3-(1-Carboxyvinyloxy)anthranilate"
"ko01059","C20810","(S)-3-Chloro-beta-tyrosyl-[pcp]"
"ko01059","C20841","2-Hydroxy-7-methoxy-5-methyl-1-naphthoate"
"ko01059","C20842","2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA"
"ko01059","C20856","2-Hydroxy-5-methyl-1-naphthoate"
"ko01059","C20857","2,7-Dihydroxy-5-methyl-1-naphthoate"
"ko01059","C21292","Maduropeptin chromophore"
"ko01059","C21301","Kedarcidin chromophore"
"ko01059","C21306","3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate"
"ko01059","C21307","3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate"
"ko01059","C21308","(S)-beta-Tyrosine"
"ko01059","C21309","(S)-beta-Tyrosyl-[pcp]"
"ko01059","C21311","3-(4-Hydroxyphenyl)-3-oxopropanoyl-[pcp]"
"ko01059","C21312","6-Methylsalicylyl-CoA"
"ko01059","C21313","3,6-Dimethylsalicylyl-CoA"
"ko01059","C21314","NDP-D-mannose"
"ko01059","C21315","NDP-4-oxo-6-deoxy-D-mannose"
"ko01059","C21316","NDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose"
"ko01059","C21317","NDP-2-amino-4-oxo-2,6-dideoxy-D-galactose"
"ko01059","C21318","NDP-2-amino-2,6-dideoxy-D-galactose"
"ko01059","C21319","NDP-2-methylamino-2,6-dideoxy-D-galactose"
"ko01059","C21320","3,6,8-Trihydroxy-2-naphthoate"
"ko01059","C21321","3,6,7,8-Tetrahydroxy-2-naphthoate"
"ko01059","C21322","3-Hydroxy-6,7,8-trimethoxy-2-naphthoate"
"ko01059","C21323","3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate"
"ko01059","C21324","3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA"
"ko01059","C21325","Azatyrosine"
"ko01059","C21326","(R)-2-Aza-beta-tyrosine"
"ko01059","C21327","(R)-2-Aza-beta-tyrosyl-[pcp]"
"ko01059","C21328","(R)-2-Aza-3-chloro-beta-tyrosyl-[pcp]"
"ko01059","C21337","Calicheamicinone"
"ko01059","C21338","Calicheamicin T0"
"ko01059","C21339","4-Deoxy-4-thio-alpha-D-digitoxosyl-calicheamicin T0"
"ko01059","C21340","Calicheamicin PsAg"
"ko01059","C21341","Calicheamicin alpha1(I)"
"ko01059","C21342","Calicheamicin alpha3(I)"
"ko01059","C21343","Orsellinate-[acp]"
"ko01059","C21344","2-Methoxyorsellinate-[acp]"
"ko01059","C21345","5-Iodo-2-methoxyorsellinate-[acp]"
"ko01059","C21346","3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp]"
"ko01059","C21347","5-Iodo-2,3-dimethoxyorsellinate-[acp]"
"ko01059","C21348","dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose"
"ko01059","C21349","dTDP-4-deoxy-4-thio-alpha-D-digitoxose"
"ko01059","C21350","dTDP-3-O-methyl-beta-L-rhamnose"
"ko01059","C21356","dTDP-4-ethylamino-3-O-methyl-2,4-dideoxy-L-threo-pentopyranose"
"ko01059","C21357","3-Hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-[acp]"
"ko01059","C21358","1,3,5,7,9,11,13-Pentadecaheptaene"
"ko01059","C21361","3-(2-Chloro-3-hydroxy-4-methoxyphenyl)-3-hydroxypropanoyl-[pcp]"
"ko01059","C21363","dTDP-madurosamine"
"ko01056","C00024","Acetyl-CoA"
"ko01056","C00083","Malonyl-CoA"
"ko01056","C00100","Propanoyl-CoA"
"ko01056","C00136","Butanoyl-CoA"
"ko01056","C12348","3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp]"
"ko01056","C12350","3,5,7,9,11,13,15-Heptaoxo-octadecanoyl-[acp]"
"ko01056","C12354","3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp]"
"ko01056","C12355","3,5,7,9,11,13,15,17,19-Nonaoxo-henicosanoyl-[acp]"
"ko01056","C12356","3,5,7,9,11,13,15,17,19-Nonaoxo-docosanoyl-[acp]"
"ko01056","C12441","18-Carbamoyl-3,5,7,9,11,13,15,17-octaoxooctadecanoyl-[acp]"
"ko01056","C12442","C-9 Reduced nonaketamide"
"ko01056","C18293","Nonaketamide monocyclic intermediate"
"ko01056","C18327","7,9,12-Octaketide intermediate 1"
"ko01056","C18328","7,9,12-Octaketide intermediate 2"
"ko01056","C18329","7,9,12-Octaketide intermediate 3"
"ko01056","C18330","7,9,12-Decaketide intermediate 1"
"ko01056","C18331","7,9,12-Decaketide intermediate 2"
"ko01056","C18332","7,9,12-Decaketide intermediate 3"
"ko01056","C18333","7,9,12-Decaketide intermediate 4"
"ko01056","C18334","7,9,12-Decaketide intermediate 5"
"ko01056","C18335","7,9,12-Decaketide intermediate 6"
"ko01056","C18336","7,12-Decaketide intermediate 1"
"ko01056","C18337","9,14-Decaketide intermediate 1"
"ko01056","C21430","Malonamoyl-[acyl-carrier protein]"
"ko01057","C00061","FMN"
"ko01057","C01661","Doxorubicin"
"ko01057","C01847","Reduced FMN"
"ko01057","C01907","Daunorubicin"
"ko01057","C02811","Anhydrotetracycline"
"ko01057","C03206","5a,11a-Dehydrotetracycline"
"ko01057","C06570","Tetracycline"
"ko01057","C06571","Chlortetracycline"
"ko01057","C06624","Oxytetracycline"
"ko01057","C06627","4-Keto-anhydrotetracycline"
"ko01057","C06628","4-Hydroxy-6-methylpretetramide"
"ko01057","C06629","6-Methylpretetramide"
"ko01057","C06654","4-Amino-anhydrotetracycline"
"ko01057","C06691","Actinorhodin"
"ko01057","C06799","Granaticin"
"ko01057","C06801","Tetracenomycin C"
"ko01057","C12366","Tetracenomycin F2"
"ko01057","C12367","Tetracenomycin F1"
"ko01057","C12368","Tetracenomycin D3"
"ko01057","C12369","Tetracenomycin B3"
"ko01057","C12370","Tetracenomycin E"
"ko01057","C12371","Tetracenomycin A2"
"ko01057","C12373","Tetracenomycin F1 methylester"
"ko01057","C12374","Decarboxytetracenomycin F1"
"ko01057","C12375","Tetracenomycin D3 methylester"
"ko01057","C12376","Tetracenomycin D1"
"ko01057","C12377","Tetracenomycin B1"
"ko01057","C12378","Tetracenomycin B2"
"ko01057","C12379","8-Demethyltetracenomycin C"
"ko01057","C12380","Tetracenomycin X"
"ko01057","C12381","Elloramycin A"
"ko01057","C12382","4-Demethylpremithramycinone"
"ko01057","C12383","Premithramycinone"
"ko01057","C12384","Premithramycin A1"
"ko01057","C12385","Premithramycin A2'"
"ko01057","C12386","Premithramycin A3'"
"ko01057","C12387","Premithramycin A3"
"ko01057","C12388","Premithramycin B"
"ko01057","C12389","Mithramycin"
"ko01057","C12390","Dehydrorabelomycin"
"ko01057","C12391","Kinobscurinone"
"ko01057","C12392","Stealthin C"
"ko01057","C12393","Prekinamycin"
"ko01057","C12394","Kinamycin D"
"ko01057","C12395","Jadomycin B"
"ko01057","C12396","Tetrangomycin"
"ko01057","C12397","Tetrangulol"
"ko01057","C12398","8-O-Methyltetrangulol"
"ko01057","C12399","19-Hydroxytetrangulol"
"ko01057","C12400","19-Hydroxy-8-O-methyltetrangulol"
"ko01057","C12401","PD116740"
"ko01057","C12402","Rabelomycin"
"ko01057","C12404","Urdamycinone B"
"ko01057","C12405","100-1"
"ko01057","C12406","Urdamycin B"
"ko01057","C12407","104-2"
"ko01057","C12408","100-2"
"ko01057","C12409","124-1"
"ko01057","C12410","Urdamycinone F"
"ko01057","C12411","Urdamycin F"
"ko01057","C12412","Aquayamycin"
"ko01057","C12413","Urdamycin A"
"ko01057","C12414","Urdamycin G"
"ko01057","C12415","Methyl nogalonate"
"ko01057","C12416","Nogalonate"
"ko01057","C12417","Auraviketone"
"ko01057","C12418","Dihydro-NAME"
"ko01057","C12419","Auramycinone"
"ko01057","C12420","12-Deoxyaklanonic acid"
"ko01057","C12421","Aklanonate"
"ko01057","C12422","Methyl aklanonate"
"ko01057","C12423","Aklaviketone"
"ko01057","C12424","Aklavinone"
"ko01057","C12425","epsilon-Rhodomycinone"
"ko01057","C12426","Rhodomycin D"
"ko01057","C12427","10-Carboxy-13-deoxycarminomycin"
"ko01057","C12428","13-Deoxycarminomycin"
"ko01057","C12429","13-Deoxydaunorubicin"
"ko01057","C12430","13-Dihydrodaunorubicin"
"ko01057","C12431","13-Dihydrocarminomycin"
"ko01057","C12432","Carminomycin"
"ko01057","C12433","(13S)-13-Dihydrodaunorubicin"
"ko01057","C12434","(S)-DNPA"
"ko01057","C12435","6-Deoxydihydrokalafungin"
"ko01057","C12436","Dihydrokalafungin"
"ko01057","C12437","Medermycin"
"ko01057","C12451","Fridamycin E"
"ko01057","C18293","Nonaketamide monocyclic intermediate"
"ko01057","C18294","Nonaketamide tricyclic intermediate"
"ko01057","C18295","Pretetramid"
"ko01057","C18296","5a,11a-Dehydrooxytetracycline"
"ko01057","C18329","7,9,12-Octaketide intermediate 3"
"ko01057","C18332","7,9,12-Decaketide intermediate 3"
"ko01057","C18335","7,9,12-Decaketide intermediate 6"
"ko01057","C18336","7,12-Decaketide intermediate 1"
"ko01057","C18337","9,14-Decaketide intermediate 1"
"ko01057","C18353","Octaketide bicyclic intermediate"
"ko01057","C18354","(S)-Chiral alcohol"
"ko01057","C18355","(R)-Chiral alcohol"
"ko01057","C18356","(S)-Hemiketal"
"ko01057","C18357","(R)-Hemiketal"
"ko01057","C18358","DHKred-OH"
"ko01057","C18359","Dihydrogranaticin"
"ko01057","C18360","Dihydrokalafungin dihydroquinone form"
"ko01057","C18629","Deoxynogalonate"
"ko01057","C18630","Nogalaviketone"
"ko01057","C18631","Nogalavinone"
"ko01057","C18632","1-OH-Nogalamycinone"
"ko01057","C18633","Nogalamycin"
"ko01057","C18634","Aclacinomycin T"
"ko01057","C18635","Aclacinomycin S"
"ko01057","C18637","Aclacinomycin N"
"ko01057","C18638","Aclacinomycin A"
"ko01057","C18639","Aclacinomycin Y"
"ko01057","C18640","epsilon-Rhodomycin T"
"ko01057","C18641","15-Demethoxy-epsilon-rhodomycin"
"ko01057","C18642","beta-Rhodomycin"
"ko01057","C18678","UWM6"
"ko01057","C18679","2,3-Dehydro-UWM6"
"ko01057","C18680","Jadomycin A"
"ko01057","C18681","C1'-C9-Glycosylated UWM6"
"ko01057","C18682","11-Deoxylandomycinone"
"ko01057","C18683","Landomycin H"
"ko01057","C18684","Landomycin D"
"ko01057","C18685","Landomycin E"
"ko01057","C18709","Decaketide tricyclic intermediate"
"ko01057","C18710","3A-Deolivosylpremithramycin B"
"ko01057","C18711","Mithramycin DK"
"ko01057","C18778","8-D-Olivosyl-landomycin"
"ko01057","C18822","Landomycin A"
"ko01057","C18823","Landomycin B"
"ko01057","C18824","Landomycin J"
"ko01057","C18835","(R)-DNPA"
"ko01057","C20689","15-Demethylaclacinomycin T"
"ko01057","C20974","8-Demethyl-8-alpha-L-rhamnosyltetracenomycin C"
"ko01057","C20975","8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C"
"ko01057","C20976","8-Demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)tetracenomycin C"
"ko01057","C20977","8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C"
"ko00253","C00083","Malonyl-CoA"
"ko00253","C01209","Malonyl-[acyl-carrier protein]"
"ko00253","C02811","Anhydrotetracycline"
"ko00253","C03206","5a,11a-Dehydrotetracycline"
"ko00253","C06570","Tetracycline"
"ko00253","C06571","Chlortetracycline"
"ko00253","C06624","Oxytetracycline"
"ko00253","C06627","4-Keto-anhydrotetracycline"
"ko00253","C06628","4-Hydroxy-6-methylpretetramide"
"ko00253","C06629","6-Methylpretetramide"
"ko00253","C06654","4-Amino-anhydrotetracycline"
"ko00253","C12441","18-Carbamoyl-3,5,7,9,11,13,15,17-octaoxooctadecanoyl-[acp]"
"ko00253","C12442","C-9 Reduced nonaketamide"
"ko00253","C18293","Nonaketamide monocyclic intermediate"
"ko00253","C18294","Nonaketamide tricyclic intermediate"
"ko00253","C18295","Pretetramid"
"ko00253","C18296","5a,11a-Dehydrooxytetracycline"
"ko00253","C21391","11a-Hydroxytetracycline"
"ko00253","C21430","Malonamoyl-[acyl-carrier protein]"
"ko00253","C21438","11a-Hydroxyoxytetracycline"
"ko00253","C21439","11a-Hydroxy-7-chlortetracycline"
"ko00523","C00103","D-Glucose 1-phosphate"
"ko00523","C00688","dTDP-4-dehydro-beta-L-rhamnose"
"ko00523","C00842","dTDP-glucose"
"ko00523","C03187","dTDP-6-deoxy-beta-L-talose"
"ko00523","C03319","dTDP-L-rhamnose"
"ko00523","C04268","dTDP-4-amino-4,6-dideoxy-D-glucose"
"ko00523","C06017","dTDP-D-glucuronate"
"ko00523","C06620","dTDP-3,4-dioxo-2,6-dideoxy-D-glucose"
"ko00523","C07277","dTDP-D-fucose"
"ko00523","C11447","dTDP-4-dimethylamino-4,6-dideoxy-5-C-methyl-D-allose"
"ko00523","C11460","dTDP-4-oxo-5-C-methyl-L-rhamnose"
"ko00523","C11461","dTDP-4-amino-4,6-dideoxy-5-C-methyl-D-allose"
"ko00523","C11907","dTDP-4-oxo-6-deoxy-D-glucose"
"ko00523","C11908","dTDP-3-oxo-6-deoxy-D-glucose"
"ko00523","C11909","dTDP-3-oxo-4,6-dideoxy-D-glucose"
"ko00523","C11910","dTDP-3-amino-3,4,6-trideoxy-D-glucose"
"ko00523","C11911","dTDP-D-desosamine"
"ko00523","C11912","dTDP-6-deoxy-D-allose"
"ko00523","C11915","dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose"
"ko00523","C11916","dTDP-L-mycarose"
"ko00523","C11918","Maltol"
"ko00523","C11919","dTDP-L-megosamine"
"ko00523","C11920","dTDP-L-olivose"
"ko00523","C11921","dTDP-L-oleandrose"
"ko00523","C11922","dTDP-4-oxo-2,6-dideoxy-D-glucose"
"ko00523","C11925","dTDP-3-amino-3,6-dideoxy-D-glucose"
"ko00523","C11926","dTDP-4-oxo-6-deoxy-D-allose"
"ko00523","C11927","dTDP-4-oxo-2,6-dideoxy-L-mannose"
"ko00523","C11928","dTDP-4-oxo-2,6-dideoxy-D-allose"
"ko00523","C11933","dTDP-D-mycaminose"
"ko00523","C12318","dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose"
"ko00523","C12481","dTDP-5-dimethyl-L-lyxose"
"ko00523","C18029","dTDP-3-oxo-2,6-dideoxy-D-glucose"
"ko00523","C18030","dTDP-2,6-dideoxy-D-kanosamine"
"ko00523","C18031","dTDP-D-angolosamine"
"ko00523","C18032","dTDP-4-oxo-2,3,6-trideoxy-D-glucose"
"ko00523","C18033","dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose"
"ko00523","C18034","dTDP-D-forosamine"
"ko00523","C18035","dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose"
"ko00523","C19947","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose"
"ko00523","C19948","dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose"
"ko00523","C19960","dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose"
"ko00523","C20156","dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose"
"ko00523","C20682","dTDP-alpha-D-fucofuranose"
"ko00523","C21071","dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose"
"ko00523","C21073","dTDP-3-N,N-dimethylamino-2,3,6-trideoxy-4-keto-D-glucose"
"ko00523","C21074","dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose"
"ko00523","C21348","dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose"
"ko00523","C21349","dTDP-4-deoxy-4-thio-alpha-D-digitoxose"
