"PathwayID","CompoundID","CompoundName"
"ko00562","C01272","1D-myo-Inositol 1,3,4,5-tetrakisphosphate"
"ko00562","C01277","1-Phosphatidyl-1D-myo-inositol 4-phosphate"
"ko00562","C01284","1D-myo-Inositol 1,3,4,5,6-pentakisphosphate"
"ko00562","C03546","myo-Inositol 4-phosphate"
"ko00562","C03659","D-Bornesitol"
"ko00562","C03660","L-Bornesitol"
"ko00562","C04006","1D-myo-Inositol 3-phosphate"
"ko00562","C04062","D-myo-Inositol 1,3-bisphosphate"
"ko00562","C04063","D-myo-Inositol 3,4-bisphosphate"
"ko00562","C04287","3D-3,5/4-Trihydroxycyclohexane-1,2-dione"
"ko00562","C04477","1D-myo-Inositol 1,3,4,6-tetrakisphosphate"
"ko00562","C04520","1D-myo-Inositol 3,4,5,6-tetrakisphosphate"
"ko00562","C04549","1-Phosphatidyl-1D-myo-inositol 3-phosphate"
"ko00562","C04563","D-myo-Inositol 1,2,4,5,6-pentakisphosphate"
"ko00562","C04579","Inositol 1,2,3,5,6-pentakisphosphate"
"ko00562","C04637","1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate"
"ko00562","C05981","Phosphatidylinositol-3,4,5-trisphosphate"
"ko00562","C06153","scyllo-Inositol"
"ko00562","C06892","2-Deoxy-5-keto-D-gluconic acid"
"ko00562","C06893","2-Deoxy-5-keto-D-gluconic acid 6-phosphate"
"ko00562","C11174","1-Diphosinositol pentakisphosphate"
"ko00562","C11526","5-PP-InsP5"
"ko00562","C11554","1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate"
"ko00562","C11555","1D-myo-Inositol 1,4,5,6-tetrakisphosphate"
"ko00562","C11556","1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate"
"ko00562","C11557","1-Phosphatidyl-1D-myo-inositol 5-phosphate"
"ko00562","C16737","5-Deoxy-D-glucuronate"
"ko00562","C19794","CDP-1L-myo-inositol"
"ko00562","C19799","Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate"
"ko00562","C19891","1D-chiro-Inositol"
"ko00562","C20251","1-Keto-D-chiro-inositol"
"ko00562","C20690","1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate"
"ko00562","C21643","3-Dehydro-scyllo-inosose"
"ko00562","C21644","5-Dehydro-L-gluconate"
"ko00566","C00022","Pyruvate"
"ko00566","C00029","UDP-glucose"
"ko00566","C00031","D-Glucose"
"ko00566","C00094","Sulfite"
"ko00566","C00103","D-Glucose 1-phosphate"
"ko00566","C00231","D-Xylulose 5-phosphate"
"ko00566","C00593","Sulfoacetaldehyde"
"ko00566","C05123","2-Hydroxyethanesulfonate"
"ko00566","C05235","Hydroxyacetone"
"ko00566","C05528","3-Sulfopyruvate"
"ko00566","C11481","HSO3-"
"ko00566","C11499","(S)-3-Sulfolactate"
"ko00566","C11521","UDP-6-sulfoquinovose"
"ko00566","C11537","(2R)-3-Sulfolactate"
"ko00566","C13508","Sulfoquinovosyldiacylglycerol"
"ko00566","C14179","Sulfoacetate"
"ko00566","C19675","(R)-2,3-Dihydroxypropane-1-sulfonate"
"ko00566","C19685","Sulfoacetyl-CoA"
"ko00566","C20830","6-Deoxy-6-sulfo-D-fructose"
"ko00566","C20831","6-Deoxy-6-sulfo-D-fructose 1-phosphate"
"ko00566","C21064","6-Deoxy-6-sulfo-D-glucono-1,5-lactone"
"ko00566","C21180","2-Dehydro-3,6-dideoxy-6-sulfo-D-gluconate"
"ko00566","C21181","(2S)-3-Sulfolactaldehyde"
"ko00566","C21182","6-Deoxy-6-sulfo-D-gluconate"
"ko00566","C22077","6-Sulfo-alpha-D-quinovose"
"ko00566","C22078","6-Sulfo-beta-D-quinovose"
"ko00566","C22383","(2S)-2,3-Dihydroxypropane-1-sulfonate"
"ko00566","C22384","3-Oxopropane-1-sulfonate"
"ko00566","C22508","6-Dehydro-D-glucose"
"ko00566","C22510","4-Deoxy-4-sulfo-D-erythrose"
"ko00566","C22511","4-Deoxy-4-sulfo-D-erythrulose"
"ko00566","C23079","3-Hydroxypropane-1-sulfonate"
"ko00566","C23080","3-Sulfopropionyl-CoA"
"ko00566","C23081","3-Sulfopropionate"
"ko00566","C23082","2-Oxo-3-hydroxypropane-1-sulfonate"
"ko00566","C23111","2-Dehydro-3,6-dideoxy-6-sulfo-D-galactonate"
"ko00566","C23112","6-Deoxy-6-sulfo-D-galactonate"
"ko00566","C23114","Sulfofucose"
"ko00566","C23115","6-Deoxy-6-sulfo-D-galactono-1,5-lactone"
"ko00190","C00001","H2O"
"ko00190","C00002","ATP"
"ko00190","C00003","NAD+"
"ko00190","C00004","NADH"
"ko00190","C00007","Oxygen"
"ko00190","C00008","ADP"
"ko00190","C00009","Orthophosphate"
"ko00190","C00013","Diphosphate"
"ko00190","C00042","Succinate"
"ko00190","C00080","H+"
"ko00190","C00122","Fumarate"
"ko00190","C00536","Triphosphate"
"ko00195","C00001","H2O"
"ko00195","C00002","ATP"
"ko00195","C00005","NADPH"
"ko00195","C00006","NADP+"
"ko00195","C00007","Oxygen"
"ko00195","C00008","ADP"
"ko00195","C00009","Orthophosphate"
"ko00195","C00034","Manganese"
"ko00195","C00080","H+"
"ko00195","C02061","Plastoquinone"
"ko00195","C16693","Plastoquinol"
"ko00710","C00001","H2O"
"ko00710","C00011","CO2"
"ko00710","C00022","Pyruvate"
"ko00710","C00036","Oxaloacetate"
"ko00710","C00041","L-Alanine"
"ko00710","C00049","L-Aspartate"
"ko00710","C00074","Phosphoenolpyruvate"
"ko00710","C00085","D-Fructose 6-phosphate"
"ko00710","C00111","Glycerone phosphate"
"ko00710","C00117","D-Ribose 5-phosphate"
"ko00710","C00118","D-Glyceraldehyde 3-phosphate"
"ko00710","C00149","(S)-Malate"
"ko00710","C00197","3-Phospho-D-glycerate"
"ko00710","C00199","D-Ribulose 5-phosphate"
"ko00710","C00231","D-Xylulose 5-phosphate"
"ko00710","C00236","3-Phospho-D-glyceroyl phosphate"
"ko00710","C00279","D-Erythrose 4-phosphate"
"ko00710","C00354","D-Fructose 1,6-bisphosphate"
"ko00710","C00447","Sedoheptulose 1,7-bisphosphate"
"ko00710","C01182","D-Ribulose 1,5-bisphosphate"
"ko00710","C05382","Sedoheptulose 7-phosphate"
"ko00720","C00011","CO2"
"ko00720","C00022","Pyruvate"
"ko00720","C00024","Acetyl-CoA"
"ko00720","C00026","2-Oxoglutarate"
"ko00720","C00033","Acetate"
"ko00720","C00036","Oxaloacetate"
"ko00720","C00042","Succinate"
"ko00720","C00048","Glyoxylate"
"ko00720","C00058","Formate"
"ko00720","C00074","Phosphoenolpyruvate"
"ko00720","C00083","Malonyl-CoA"
"ko00720","C00091","Succinyl-CoA"
"ko00720","C00100","Propanoyl-CoA"
"ko00720","C00101","Tetrahydrofolate"
"ko00720","C00122","Fumarate"
"ko00720","C00143","5,10-Methylenetetrahydrofolate"
"ko00720","C00149","(S)-Malate"
"ko00720","C00158","Citrate"
"ko00720","C00222","3-Oxopropanoate"
"ko00720","C00227","Acetyl phosphate"
"ko00720","C00232","Succinate semialdehyde"
"ko00720","C00234","10-Formyltetrahydrofolate"
"ko00720","C00237","CO"
"ko00720","C00288","HCO3-"
"ko00720","C00311","Isocitrate"
"ko00720","C00332","Acetoacetyl-CoA"
"ko00720","C00417","cis-Aconitate"
"ko00720","C00440","5-Methyltetrahydrofolate"
"ko00720","C00445","5,10-Methenyltetrahydrofolate"
"ko00720","C00566","(3S)-Citryl-CoA"
"ko00720","C00683","(S)-Methylmalonyl-CoA"
"ko00720","C00877","Crotonoyl-CoA"
"ko00720","C00894","Propenoyl-CoA"
"ko00720","C00989","4-Hydroxybutanoic acid"
"ko00720","C01011","(3S)-Citramalyl-CoA"
"ko00720","C01013","3-Hydroxypropanoate"
"ko00720","C01144","(S)-3-Hydroxybutanoyl-CoA"
"ko00720","C01213","(R)-Methylmalonyl-CoA"
"ko00720","C04348","L-Malyl-CoA"
"ko00720","C05668","3-Hydroxypropionyl-CoA"
"ko00720","C06027","L-erythro-3-Methylmalyl-CoA"
"ko00720","C06028","2-Methylfumaryl-CoA"
"ko00720","C11062","4-Hydroxybutyryl-CoA"
"ko00720","C18323","3-Methylfumaryl-CoA"
"ko00680","C00011","CO2"
"ko00680","C00022","Pyruvate"
"ko00680","C00024","Acetyl-CoA"
"ko00680","C00033","Acetate"
"ko00680","C00036","Oxaloacetate"
"ko00680","C00037","Glycine"
"ko00680","C00048","Glyoxylate"
"ko00680","C00058","Formate"
"ko00680","C00065","L-Serine"
"ko00680","C00067","Formaldehyde"
"ko00680","C00074","Phosphoenolpyruvate"
"ko00680","C00082","L-Tyrosine"
"ko00680","C00085","D-Fructose 6-phosphate"
"ko00680","C00101","Tetrahydrofolate"
"ko00680","C00111","Glycerone phosphate"
"ko00680","C00118","D-Glyceraldehyde 3-phosphate"
"ko00680","C00132","Methanol"
"ko00680","C00143","5,10-Methylenetetrahydrofolate"
"ko00680","C00149","(S)-Malate"
"ko00680","C00168","Hydroxypyruvate"
"ko00680","C00184","Glycerone"
"ko00680","C00197","3-Phospho-D-glycerate"
"ko00680","C00199","D-Ribulose 5-phosphate"
"ko00680","C00218","Methylamine"
"ko00680","C00227","Acetyl phosphate"
"ko00680","C00231","D-Xylulose 5-phosphate"
"ko00680","C00237","CO"
"ko00680","C00258","D-Glycerate"
"ko00680","C00322","2-Oxoadipate"
"ko00680","C00354","D-Fructose 1,6-bisphosphate"
"ko00680","C00483","Tyramine"
"ko00680","C00543","Dimethylamine"
"ko00680","C00565","Trimethylamine"
"ko00680","C00593","Sulfoacetaldehyde"
"ko00680","C00631","2-Phospho-D-glycerate"
"ko00680","C00862","Methanofuran"
"ko00680","C00876","Coenzyme F420"
"ko00680","C01001","Formylmethanofuran"
"ko00680","C01005","O-Phospho-L-serine"
"ko00680","C01031","S-Formylglutathione"
"ko00680","C01046","N-Methyl-L-glutamate"
"ko00680","C01080","Reduced coenzyme F420"
"ko00680","C01104","Trimethylamine N-oxide"
"ko00680","C01217","5,6,7,8-Tetrahydromethanopterin"
"ko00680","C01274","5-Formyl-5,6,7,8-tetrahydromethanopterin"
"ko00680","C01438","Methane"
"ko00680","C03232","3-Phosphonooxypyruvate"
"ko00680","C03576","Coenzyme M"
"ko00680","C03920","2-(Methylthio)ethanesulfonate"
"ko00680","C04330","5,10-Methenyltetrahydromethanopterin"
"ko00680","C04348","L-Malyl-CoA"
"ko00680","C04377","5,10-Methylenetetrahydromethanopterin"
"ko00680","C04488","5-Methyl-5,6,7,8-tetrahydromethanopterin"
"ko00680","C04628","Coenzyme B"
"ko00680","C04732","5-Amino-6-(1-D-ribitylamino)uracil"
"ko00680","C04832","Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide"
"ko00680","C05528","3-Sulfopyruvate"
"ko00680","C06019","D-arabino-Hex-3-ulose 6-phosphate"
"ko00680","C11536","(2R)-O-Phospho-3-sulfolactate"
"ko00680","C11537","(2R)-3-Sulfolactate"
"ko00680","C14180","S-(Hydroxymethyl)glutathione"
"ko00680","C16583","(R)-(Homo)2-citrate"
"ko00680","C16588","2-Oxopimelate"
"ko00680","C16589","2-Oxosuberate"
"ko00680","C16590","7-Oxoheptanoic acid"
"ko00680","C16593","7-Mercaptoheptanoic acid"
"ko00680","C16594","7-Mercaptoheptanoylthreonine"
"ko00680","C16597","(-)-threo-Iso(homo)2-citrate"
"ko00680","C16598","(R)-(Homo)3-citrate"
"ko00680","C16600","(-)-threo-Iso(homo)3-citrate"
"ko00680","C18799","5-Methyl-H4SPT"
"ko00680","C18802","Tetrahydrosarcinapterin"
"ko00680","C19151","Coenzyme F420-3"
"ko00680","C19152","Coenzyme F420-1"
"ko00680","C19153","Coenzyme F420-0"
"ko00680","C19154","7,8-Didemethyl-8-hydroxy-5-deazariboflavin"
"ko00680","C19155","(2S)-Lactyl-2-diphospho-5'-guanosine"
"ko00680","C19156","(2S)-2-Phospholactate"
"ko00680","C20581","cis-(Homo)2-aconitate"
"ko00680","C20582","cis-(Homo)3-aconitate"
"ko00680","C20926","gamma-Glutamyltyramine"
"ko00680","C20954","(5-Formylfuran-3-yl)methyl phosphate"
"ko00680","C21068","[5-(Aminomethyl)furan-3-yl]methyl phosphate"
"ko00680","C21069","[5-(Aminomethyl)furan-3-yl]methyl diphosphate"
"ko00680","C21070","(4-{4-[2-(gamma-L-Glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine"
"ko00680","C21971","5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil"
"ko00680","C22277","Dehydro coenzyme F420-0"
"ko00680","C22297","Enolpyruvoyl-2-diphospho-5'-guanosine"
"ko00910","C00007","Oxygen"
"ko00910","C00011","CO2"
"ko00910","C00014","Ammonia"
"ko00910","C00025","L-Glutamate"
"ko00910","C00058","Formate"
"ko00910","C00064","L-Glutamine"
"ko00910","C00088","Nitrite"
"ko00910","C00169","Carbamoyl phosphate"
"ko00910","C00192","Hydroxylamine"
"ko00910","C00244","Nitrate"
"ko00910","C00288","HCO3-"
"ko00910","C00488","Formamide"
"ko00910","C00533","Nitric oxide"
"ko00910","C00697","Nitrogen"
"ko00910","C00726","Nitrile"
"ko00910","C00887","Nitrous oxide"
"ko00910","C01417","Cyanate"
"ko00910","C01563","Carbamate"
"ko00910","C05361","Hydrazine"
"ko00910","C06058","Nitroalkane"
"ko00920","C00033","Acetate"
"ko00920","C00042","Succinate"
"ko00920","C00053","3'-Phosphoadenylyl sulfate"
"ko00920","C00054","Adenosine 3',5'-bisphosphate"
"ko00920","C00059","Sulfate"
"ko00920","C00065","L-Serine"
"ko00920","C00073","L-Methionine"
"ko00920","C00084","Acetaldehyde"
"ko00920","C00087","Sulfur"
"ko00920","C00094","Sulfite"
"ko00920","C00097","L-Cysteine"
"ko00920","C00155","L-Homocysteine"
"ko00920","C00163","Propanoate"
"ko00920","C00224","Adenylyl sulfate"
"ko00920","C00245","Taurine"
"ko00920","C00263","L-Homoserine"
"ko00920","C00283","Hydrogen sulfide"
"ko00920","C00320","Thiosulfate"
"ko00920","C00409","Methanethiol"
"ko00920","C00511","Acrylic acid"
"ko00920","C00580","Dimethyl sulfide"
"ko00920","C00894","Propenoyl-CoA"
"ko00920","C00979","O-Acetyl-L-serine"
"ko00920","C01013","3-Hydroxypropanoate"
"ko00920","C01118","O-Succinyl-L-homoserine"
"ko00920","C01180","4-Methylthio-2-oxobutanoic acid"
"ko00920","C01861","Trithionate"
"ko00920","C02084","Tetrathionate"
"ko00920","C03172","S-Methyl-L-methionine"
"ko00920","C03920","2-(Methylthio)ethanesulfonate"
"ko00920","C04022","S,S-Dimethyl-beta-propiothetin"
"ko00920","C08276","3-(Methylthio)propanoate"
"ko00920","C11142","Dimethyl sulfone"
"ko00920","C11143","Dimethyl sulfoxide"
"ko00920","C11145","Methanesulfonic acid"
"ko00920","C15521","Alkanesulfonate"
"ko00920","C17267","S-Sulfanylglutathione"
"ko00920","C19692","Polysulfide"
"ko00920","C20870","3-(Methylthio)propanoyl-CoA"
"ko00920","C20955","3-(Methylthio)acryloyl-CoA"
"ko00920","C22315","(2R)-2-Hydroxy-4-(methylsulfanyl)butanoate"
"ko00920","C22316","(2R)-4-(Dimethylsulfaniumyl)-2-hydroxybutanoate"
"ko00920","C22834","Protein-trisulfide"
"ko00920","C23001","3-Aminopropyl(dimethyl)sulfanium"
"ko00920","C23002","3-Dimethylsulfoniopropionaldehyde"
"ko00061","C00024","Acetyl-CoA"
"ko00061","C00083","Malonyl-CoA"
"ko00061","C00154","Palmitoyl-CoA"
"ko00061","C00173","Acyl-[acyl-carrier protein]"
"ko00061","C00229","Acyl-carrier protein"
"ko00061","C00249","Hexadecanoic acid"
"ko00061","C00383","Malonate"
"ko00061","C00638","Long-chain fatty acid"
"ko00061","C00685","3-Oxoacyl-[acyl-carrier protein]"
"ko00061","C00693","trans-2,3-Dehydroacyl-[acyl-carrier protein]"
"ko00061","C00712","(9Z)-Octadecenoic acid"
"ko00061","C01203","Oleoyl-[acyl-carrier protein]"
"ko00061","C01209","Malonyl-[acyl-carrier protein]"
"ko00061","C01271","(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"ko00061","C01530","Octadecanoic acid"
"ko00061","C01571","Decanoic acid"
"ko00061","C02679","Dodecanoic acid"
"ko00061","C02843","Long-chain acyl-CoA"
"ko00061","C03939","Acetyl-[acyl-carrier protein]"
"ko00061","C04088","Octadecanoyl-[acyl-carrier protein]"
"ko00061","C04180","cis-Dec-3-enoyl-[acp]"
"ko00061","C04246","But-2-enoyl-[acyl-carrier protein]"
"ko00061","C04618","(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]"
"ko00061","C04619","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]"
"ko00061","C04620","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"ko00061","C04633","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]"
"ko00061","C04688","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]"
"ko00061","C05223","Dodecanoyl-[acyl-carrier protein]"
"ko00061","C05744","Acetoacetyl-[acp]"
"ko00061","C05745","Butyryl-[acp]"
"ko00061","C05746","3-Oxohexanoyl-[acp]"
"ko00061","C05747","(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"ko00061","C05748","trans-Hex-2-enoyl-[acp]"
"ko00061","C05749","Hexanoyl-[acp]"
"ko00061","C05750","3-Oxooctanoyl-[acp]"
"ko00061","C05751","trans-Oct-2-enoyl-[acp]"
"ko00061","C05752","Octanoyl-[acp]"
"ko00061","C05753","3-Oxodecanoyl-[acp]"
"ko00061","C05754","trans-Dec-2-enoyl-[acp]"
"ko00061","C05755","Decanoyl-[acp]"
"ko00061","C05756","3-Oxododecanoyl-[acp]"
"ko00061","C05757","(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein]"
"ko00061","C05758","trans-Dodec-2-enoyl-[acp]"
"ko00061","C05759","3-Oxotetradecanoyl-[acp]"
"ko00061","C05760","trans-Tetradec-2-enoyl-[acp]"
"ko00061","C05761","Tetradecanoyl-[acp]"
"ko00061","C05762","3-Oxohexadecanoyl-[acp]"
"ko00061","C05763","trans-Hexadec-2-enoyl-[acp]"
"ko00061","C05764","Hexadecanoyl-[acp]"
"ko00061","C06423","Octanoic acid"
"ko00061","C06424","Tetradecanoic acid"
"ko00061","C08362","(9Z)-Hexadecenoic acid"
"ko00061","C16219","3-Oxostearoyl-[acp]"
"ko00061","C16220","(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]"
"ko00061","C16221","(2E)-Octadecenoyl-[acp]"
"ko00061","C16520","Hexadecenoyl-[acyl-carrier protein]"
"ko00061","C20683","Long-chain acyl-[acyl-carrier protein]"
"ko00061","C20794","n-7 Unsaturated acyl-[acyl-carrier protein]"
"ko00062","C00024","Acetyl-CoA"
"ko00062","C00040","Acyl-CoA"
"ko00062","C00083","Malonyl-CoA"
"ko00062","C00136","Butanoyl-CoA"
"ko00062","C00154","Palmitoyl-CoA"
"ko00062","C00162","Fatty acid"
"ko00062","C00249","Hexadecanoic acid"
"ko00062","C00264","3-Oxoacyl-CoA"
"ko00062","C00605","2,3-Dehydroacyl-CoA"
"ko00062","C00638","Long-chain fatty acid"
"ko00062","C00640","(3S)-3-Hydroxyacyl-CoA"
"ko00062","C00658","trans-2,3-Dehydroacyl-CoA"
"ko00062","C01832","Lauroyl-CoA"
"ko00062","C01944","Octanoyl-CoA"
"ko00062","C02593","Tetradecanoyl-CoA"
"ko00062","C02843","Long-chain acyl-CoA"
"ko00062","C03221","2-trans-Dodecenoyl-CoA"
"ko00062","C05258","(S)-3-Hydroxyhexadecanoyl-CoA"
"ko00062","C05259","3-Oxopalmitoyl-CoA"
"ko00062","C05260","(S)-3-Hydroxytetradecanoyl-CoA"
"ko00062","C05261","3-Oxotetradecanoyl-CoA"
"ko00062","C05262","(S)-3-Hydroxydodecanoyl-CoA"
"ko00062","C05263","3-Oxododecanoyl-CoA"
"ko00062","C05264","(S)-Hydroxydecanoyl-CoA"
"ko00062","C05265","3-Oxodecanoyl-CoA"
"ko00062","C05266","(S)-3-Hydroxyoctanoyl-CoA"
"ko00062","C05267","3-Oxooctanoyl-CoA"
"ko00062","C05268","(S)-Hydroxyhexanoyl-CoA"
"ko00062","C05269","3-Oxohexanoyl-CoA"
"ko00062","C05270","Hexanoyl-CoA"
"ko00062","C05271","trans-Hex-2-enoyl-CoA"
"ko00062","C05272","trans-Hexadec-2-enoyl-CoA"
"ko00062","C05273","trans-Tetradec-2-enoyl-CoA"
"ko00062","C05274","Decanoyl-CoA"
"ko00062","C05275","trans-Dec-2-enoyl-CoA"
"ko00062","C05276","trans-Oct-2-enoyl-CoA"
"ko00062","C20876","Very-long-chain acyl-CoA"
"ko00062","C20877","Very-long-chain 3-oxoacyl-CoA"
"ko00062","C20878","Very-long-chain (3R)-3-hydroxyacyl-CoA"
"ko00062","C20879","Very-long-chain trans-2,3-dehydroacyl-CoA"
"ko00071","C00010","CoA"
"ko00071","C00024","Acetyl-CoA"
"ko00071","C00071","Aldehyde"
"ko00071","C00136","Butanoyl-CoA"
"ko00071","C00154","Palmitoyl-CoA"
"ko00071","C00162","Fatty acid"
"ko00071","C00226","Primary alcohol"
"ko00071","C00229","Acyl-carrier protein"
"ko00071","C00249","Hexadecanoic acid"
"ko00071","C00332","Acetoacetyl-CoA"
"ko00071","C00340","Reduced rubredoxin"
"ko00071","C00435","Oxidized rubredoxin"
"ko00071","C00489","Glutarate"
"ko00071","C00517","Hexadecanal"
"ko00071","C00527","Glutaryl-CoA"
"ko00071","C00638","Long-chain fatty acid"
"ko00071","C00823","1-Hexadecanol"
"ko00071","C00877","Crotonoyl-CoA"
"ko00071","C01144","(S)-3-Hydroxybutanoyl-CoA"
"ko00071","C01371","Alkane"
"ko00071","C01832","Lauroyl-CoA"
"ko00071","C01944","Octanoyl-CoA"
"ko00071","C02593","Tetradecanoyl-CoA"
"ko00071","C02990","L-Palmitoylcarnitine"
"ko00071","C03221","2-trans-Dodecenoyl-CoA"
"ko00071","C03547","omega-Hydroxy fatty acid"
"ko00071","C03561","(R)-3-Hydroxybutanoyl-CoA"
"ko00071","C05102","alpha-Hydroxy fatty acid"
"ko00071","C05258","(S)-3-Hydroxyhexadecanoyl-CoA"
"ko00071","C05259","3-Oxopalmitoyl-CoA"
"ko00071","C05260","(S)-3-Hydroxytetradecanoyl-CoA"
"ko00071","C05261","3-Oxotetradecanoyl-CoA"
"ko00071","C05262","(S)-3-Hydroxydodecanoyl-CoA"
"ko00071","C05263","3-Oxododecanoyl-CoA"
"ko00071","C05264","(S)-Hydroxydecanoyl-CoA"
"ko00071","C05265","3-Oxodecanoyl-CoA"
"ko00071","C05266","(S)-3-Hydroxyoctanoyl-CoA"
"ko00071","C05267","3-Oxooctanoyl-CoA"
"ko00071","C05268","(S)-Hydroxyhexanoyl-CoA"
"ko00071","C05269","3-Oxohexanoyl-CoA"
"ko00071","C05270","Hexanoyl-CoA"
"ko00071","C05271","trans-Hex-2-enoyl-CoA"
"ko00071","C05272","trans-Hexadec-2-enoyl-CoA"
"ko00071","C05273","trans-Tetradec-2-enoyl-CoA"
"ko00071","C05274","Decanoyl-CoA"
"ko00071","C05275","trans-Dec-2-enoyl-CoA"
"ko00071","C05276","trans-Oct-2-enoyl-CoA"
"ko00071","C05279","trans,cis-Lauro-2,6-dienoyl-CoA"
"ko00071","C05280","cis,cis-3,6-Dodecadienoyl-CoA"
"ko00071","C20683","Long-chain acyl-[acyl-carrier protein]"
"ko00073","C00249","Hexadecanoic acid"
"ko00073","C00339","Long-chain alcohol"
"ko00073","C00406","Feruloyl-CoA"
"ko00073","C00609","Long-chain aldehyde"
"ko00073","C00712","(9Z)-Octadecenoic acid"
"ko00073","C01371","Alkane"
"ko00073","C01450","Ketone"
"ko00073","C01612","Secondary alcohol"
"ko00073","C01629","Wax ester"
"ko00073","C02843","Long-chain acyl-CoA"
"ko00073","C08281","Docosanoic acid"
"ko00073","C08285","10,16-Dihydroxyhexadecanoic acid"
"ko00073","C18217","16-Feruloyloxypalmitate"
"ko00073","C18218","16-Hydroxypalmitate"
"ko00073","C19418","9,10-Epoxystearate"
"ko00073","C19614","16-Oxopalmitate"
"ko00073","C19615","Hexadecanedioate"
"ko00073","C19616","18-Hydroxyoleate"
"ko00073","C19617","18-Oxooleate"
"ko00073","C19618","Octadec-9-ene-1,18-dioic-acid"
"ko00073","C19620","9,10-Epoxy-18-hydroxystearate"
"ko00073","C19621","9,10,18-Trihydroxystearate"
"ko00073","C19622","9,10-Dihydroxystearate"
"ko00073","C19623","22-Hydroxydocosanoate"
"ko00073","C19624","22-Oxodocosanoate"
"ko00073","C19625","Docosanedioate"
"ko00073","C19630","Diketone"
"ko00074","C00024","Acetyl-CoA"
"ko00074","C00031","D-Glucose"
"ko00074","C00083","Malonyl-CoA"
"ko00074","C00229","Acyl-carrier protein"
"ko00074","C01083","alpha,alpha-Trehalose"
"ko00074","C01209","Malonyl-[acyl-carrier protein]"
"ko00074","C02843","Long-chain acyl-CoA"
"ko00074","C03688","Apo-[acyl-carrier protein]"
"ko00074","C20683","Long-chain acyl-[acyl-carrier protein]"
"ko00074","C20876","Very-long-chain acyl-CoA"
"ko00074","C22855","Glucose monomycolate"
"ko00074","C22857","Very-long-chain alpha-carboxyacyl-CoA"
"ko00074","C22858","Long-chain 3-oxoacyl-[acyl-carrier protein]"
"ko00074","C22859","Long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein]"
"ko00074","C22860","Long-chain trans-2-enoyl-[acyl-carrier protein]"
"ko00074","C22861","Very-long-chain acyl-[acyl-carrier protein]"
"ko00074","C22862","Very-long-chain 3-oxoacyl-[acyl-carrier protein]"
